created_at,text,tweet_id,text_processed,cat_pre
2020-03-27T21:24:37Z,.@MrTryfe are you DJing a virtual Sunday brunch? I’m having withdraws #COVID19 #MissingPeople #SundayFunday,1243650155204808715_64668734,dj virtual,0
2020-03-26T01:38:13Z,"Another small, yet unfortunate result of the #COVID19 pandemic is the closing of the NHL Store in Midtown Manhattan. #COVIDー19 @TheEagleDares @mikebrucePT @SirenSideUp @Canadieninthe6 @RegisMcGuire @MouradB @BryanMudryk @CraigJButton @DanRTSN https://t.co/l2ILtZnqJM",1242989199982243841_378791881,small unfortunate sirensideup,0
2020-03-24T08:16:06Z,Omg has anyone started “Pandemic” on Netflix?! Just started and I’m freaked and hooked 😳 #CoronaVirus,1242364553653940229_21814105,start start freak hooked,0
2020-03-25T00:24:34Z,"The @USArmy through @TheTATRC played a huge role in making #Telemedicine a reality for America. 

And now the interoperable #telehealth platform co-developed w/the Army is ready &amp; available to help in the fight against #COVID19 !  Thanks @ViTelNet ! https://t.co/ykgmFV1wLF",1242608276480700417_395010447,play huge make interoperable ready available fight,0
2020-03-27T17:26:21Z,"@realDonaldTrump @WhiteHouse @generalmotors @Ford #embarrassing #FakePresident 
Stop.. STOP.. This whole thing with the UNITED STATES BEING #1 LEADER OF #coronavirus COULD HAVE BEEN HANDLED BETTER AND SWIFTER IF YOU STOPPED TWITTING FOR 1 SECOND AND ACTUA",1243590192218247168_511534825,embarrass fakepresident whole could handle stop twit second take trumppandemic,0
2020-03-27T00:28:22Z,"Evangelicals have been saying we’re living in the End Times for 2,000 years and now that everyone kinda believes them they’re like “nah, this ain’t it” #coronavirus",1243334007657574408_166593151,say live believe,0
2020-03-26T14:55:57Z,Omg I need my eye brows down 🗣🗣🗣 I can’t deal with this #coronavirus quarantine Bs 🥵,1243189956647976962_785803938977177600,omg need,0
2020-03-24T22:12:20Z,@NYGovCuomo has been labeled as the President of the #Coronavirus response. His action in #newyorkstate  is exactly how a leader should be responding to this. Proud to call him my Governor. @realDonaldTrump has no ability to lead this country through cris,1242574997966721025_104302841,label newyorkstate respond proud,0
2020-03-27T00:22:01Z,Where are my @11AliveNews anchors? I need to see you guys to give creditably to this #COVID19 @GovKemp #townhall,1243332412530200577_43304592,need see give covid19,0
2020-03-25T04:26:17Z,Cuomo could jump in now and win the 2020 election. He’s the only LEADER we are seeing at this point. #Election2020 #coronavirus #ShutItDownNow,1242669106438049794_31134312,could jump see,0
2020-03-27T17:12:14Z,"@realDonaldTrump I bet the 
Coronavirus will teach you to keep your mouth closed.  #CoronavirusOutbreak is going to cost you the Presidency. #WhereAreTheTests #TrumpsCrimees #WhenTrumpLiesPeopleDie #TrumpsEasterMassacre #CoronaVirusStupidyFridayWeek2
http",1243586638782943232_33456220,teach keep closed go trumpscrimee,0
2020-03-24T02:35:35Z,Next week Trump will recommend targeted quarantine of old and compromised individuals and businesses will start to reopen with distancing and occupancy limits imposed. Next 2 months some cities will have hospitals overwhelmed some won’t. By June it will be mostly over. #COVID19,1242278861922017280_320048549,next target quarantine old compromised start reopen impose next overwhelm,0
2020-03-26T03:23:39Z,Doesn’t look like many senators are following the 6 ft. apart social distancing recommendations during this vote on the #coronavirus stimulus bill ... https://t.co/ulrjMGbhCw,1243015732071485442_232250242,look many follow apart social vote,1
2020-03-25T19:19:50Z,"#Coronavirus Survival Tips
#CoronavirusSurvivalTips
#Coronapocalypse 
#CoronaComedy https://t.co/BN3U1mmEj7",1242893974903443459_780630811368271872,tip,0
2020-03-27T20:23:06Z,HAPPENING NOW: While welcoming the #USNSMercy to the fight against #coronavirus at the @PortofLA... Governor @GavinNewsom  revealed the number of new confirmed cases in the state has jumped up 26% since yesterday. @FOX40 https://t.co/gYwYCORDJJ,1243634671952384001_99746558,happen welcome fight reveal confirm jump,0
2020-03-24T23:36:43Z,"Your Life ALBUM is OUT
https://t.co/tnXoIdhP1r

#newmusic #music #newalbum #album #piano #vocal #guitar #synth #beat #mixtape #lit #hype #fire #musicproducer #singersongwriter #songwriter #producer #record #recording #time #azmusic #arizona #phoenix #love #coronavirus https://t.co/fCoaCCcmDE",1242596235912994816_4826429418,beat,0
2020-03-24T23:19:20Z,"Thank you, Brookshire Elementary School (Teachers &amp; Students)! I loved the parade through our neighborhood! Talk about solidarity! My heart is happy although the tears are flowing! 

❤️ United we stand! ❤️

#COVID19 #ProtectFlorida #StayAtHome #FlattenTheCurve #SocialDistancing https://t.co/X2icBUqBSB",1242591859396009984_15267433,thank love happy flow stayathome flattenthecurve,1
2020-03-26T02:53:21Z,Day 5 - husband just asked if @TraceAdkins lived here because every light in the house was on...🙄. #dadjoke #COVID19 #Quarantine,1243008106742808578_294566396,ask live light dadjoke,0
2020-03-26T23:45:31Z,"Rubber gloves will not protect you.
#covid_19 #covid #coronavirus @ Gresham, Oregon https://t.co/Al4AciO2lY",1243323224621895683_24855498,protect,0
2020-03-28T15:43:09Z,"Extensions for:
✔️ Driver licenses and ID cards
✔️ Learner's permits
✔️ Persons with disability placards
✔️ Vehicle registrations
✔️ Safety and emission inspections #COVID19 #BeInTheKnow https://t.co/xOrun2hAi4",1243926610291699713_21875580,license would permit,0
2020-03-28T14:08:32Z,Why is this okay? This is ridiculous! This lady comes in contact with the public daily because UPS does not shut down! She should be tested! #COVID19 @realDonaldTrump @CDCgov We need testing for all not just a few and select @CDCDirector https://t.co/TlxHeEB1sH,1243902800301613057_2983456418,come public daily test need test select,0
2020-03-24T00:39:18Z,@hulu was real disrespectful this month. No “Thank you for your payment”’or anything when they debited my acct today. #CoronaVirus has made them real confident that I won’t shack up w/@netflix or lay in bed with @PrimeVideo...,1242249598120460288_29294398,real disrespectful thank debit make confident,0
2020-03-28T02:25:31Z,@dlbetz @nyalb13 Well the double blind study they did in China on this particular drug cocktail proved it was ineffective in treating #COVID19.,1243725877311164423_768544610,double blind particular prove ineffective,0
2020-03-28T12:25:42Z,"Has anyone got any ideas for COVID19 app solution yet? How about this. An app where If you’re sick, you click a button to pinpoint ur location for all people to view and avoid. This will give data on COVID19 hotspots. Any1 else got a solution?#CoronaLockdown #CoronavirusOutbreak https://t.co/WFbcRCuSz4",1243876922091802625_1178536550143086593,get sick view get,1
2020-03-27T04:50:53Z,"#USA is now the #1 country with the most #COVID19 cases. 
Guys please stay home. I don’t know what else to tell you. The numbers speak for themselves. 
#StayHome https://t.co/hsRLTJNQwo",1243400072169021441_1081982046388465664,stay know tell speak,0
2020-03-25T15:57:32Z,Ahhhhhh 2020… what a time to be alive! #Covid19Out #StimulusPlan #COVID2019 #coronavirus #COVID19 #WWG1WGA https://t.co/QGBWlP7Y2c,1242843065129320450_1081627499161886720,alive,0
2020-03-27T16:26:35Z,"New: 665 #COVID19 deaths in #AZ, 13 deaths. 

102 cases in Pima County, 2 deaths. 

https://t.co/jAvjApbkRU",1243575153214160896_211016708,,0
2020-03-11T16:41:23Z,"Me, putting my husband’s airport clothes in the washer #COVID19 https://t.co/Fupmtmkn2n",1237780671608893440_105212920,put,0
2020-03-11T19:16:46Z,"Sound advice from a 20-yr old.
#COVID19

https://t.co/HdHXIGCQq0",1237819774362513408_1040324108607676417,sound old,0
2020-03-24T19:44:06Z,"Am going to block every stupid asshole who is talking Nonsense about Coronavirus Developed in UA, UK Israel &amp; then inject in China to destroy China. That fuck shit can't be tolerate any more. These kind people want to keep own people Jahil.
#coronavirus 
#Covid19Out",1242537696762920962_2334703844,go stupid talk develop destroy ca tolerate want keep,0
2020-03-26T22:24:52Z,"My wife &amp; I think of our abuelitas back home all the time - worried that sadness will creep in during #SocialDistanacing &amp; that they are targets for scams or misinformation around #CoronavirusPandemic 

I urge folks to join this 👇to learn ways to care for our elders right now. https://t.co/mL4FQa2PGN",1243302930947530752_1223425620,think worry coronaviruspandemic join learn care right,0
2020-03-25T15:26:15Z,Keeping away from others is easier on an #ebike because of the electric assist. 🚲⚡️💨 👋🏻 #zoomzoom #coronavirus #sixfeetapart #morelike24feet https://t.co/o7wI45ERjW https://t.co/D4ghIOsRSk,1242835193607536640_2708025230,keep easy electric,0
2020-03-27T21:34:53Z,"#FlashbackFriday My last day in the streets. 2 weeks ago. I miss it. Come back to me 😢😥😔
#Quarantine #DallasLockdown #COVID19 #Coronavirus #MamaComePickMeUp #IHateItHere #BorderlineClaustrophobic #INeedAGreenTeaShot… https://t.co/lr8vfdK9XV",1243652740309532672_96428187,last come,1
2020-03-24T19:46:59Z,This too shall pass! #thankful #graditude #patience #covid_19 #stayhome #selfdistancing #yonkersny #weareinthistogether #godblessamerica🇺🇸 #NewYorkStateStrongerTogether #COVID19 # https://t.co/WyyjyZCZ6a,1242538421580697604_1215405775411187714,shall pass thankful stayhome selfdistance newyorkstatestrongertogether,0
2020-03-28T15:37:27Z,Blogatrixx® Here are 10 things I learned from the #COVID19. #SaturdayThoughts  https://t.co/RtyY97WywM,1243925175751622656_600711902,learn,0
2020-03-26T21:55:12Z,"All I know is that the Doctors who get #COVID19 
take the Plaquenil as soon as they test positive.
Plaquenil of course being the brand name for Hydroxychloraquine.
#ThursdayMotivation 
#SARSCoV2",1243295464864329730_162204416,know get take test positive,1
2020-03-25T17:13:22Z,"@justmike I come to you in this time of need. Can we get another Chug Bud sale going? In this desperate #Quarantine time, I need a Chug Bud to fully utilize, and rationalize my @budlight supply. Thank you Mike.
#COVIDー19 #StayAtHomeOrder #coronavirus #W",1242862148507877376_850202389,come nee go desperate quarantine need utilize thank,0
2020-03-25T17:37:20Z,Please join us next week to discuss communications during #COVID19. #publichealth #PublicRelations #nonprofits https://t.co/7WEFFWpYlS,1242868182437613569_14185058,join next discuss covid19 nonprofit,0
2020-03-24T17:06:09Z,"""We can destroy a country this way closing it down.“ Trump on #CoronavirusPandemic and the US economy.",1242497946962231302_444892441,destroy close coronaviruspandemic,0
2020-03-26T03:13:24Z,"The #COVID19 boredom has really brought out the Instagram trends:
Tag 10 women
10 push-ups
See a pup, send a pup
Until tomorrow
Layout tags
30-Day Song Challenge
#BabyPhotoChallenge

Let's see what else social media provides 🤷🏻‍♀️",1243013154625540097_730136879291502593,bring see let see social provide,1
2020-03-11T20:54:24Z,@jimwoltkamp @imp6794 @AdamParkhomenko Every American should be pounding 45* #COVID19 doesn't give a damn politcally or geographically.,1237844346260488196_16005814,american pound give,0
2020-03-11T23:48:13Z,There is NO political agenda to this situation. There is either leadership or savage incivility. Anyone who doesn’t understand that should be excused from running for office or helping their country. #COVID19,1237888086756843523_115133670,political understand excuse run help,0
2020-03-24T02:33:06Z,"Quarantine Day 7 / 21: and Day 1 of “not drinking every day”. showered before 9am but stayed in pjs until 4pm. Mostly uneventful except I got the Final @Jeopardy question right!

TP Count: 20*
Snack of the Day: Coconut Trail Mix Thing
#COVID19",1242278237947834368_14093838,shower stay uneventful get final jeopardy,1
2020-03-26T22:51:42Z,The US now has the most confirmed cases of the #coronavirus. Italy will soon be #2 ahead of China. #COVID19 https://t.co/URpn7Hj3L0,1243309682908975105_811352708544221184,confirm,0
2020-03-09T17:04:17Z,I was totally thinking of my neighbors (what panicked morons they are) &amp; definitely considering them (how much should I buy and them sell them supplies for)! Keep hope alive LMFAO! #COVID2019 #CoronavirusOutbreak https://t.co/evdEYMGXCJ,1237061658905841665_774796470,think panic consider keep alive,0
2020-03-09T19:18:40Z,Forget Fulton county CLOSE GEORGIA STATE THESE MFS NASTY DOWN HERE  #CoronavirusOutbreak,1237095478115946497_971042667353268230,forget,0
2020-03-24T09:37:42Z,This about sums it up right now! Go away #coronavirus https://t.co/2peiKk1s2V,1242385089906061314_2463177598,go,0
2020-03-24T20:55:01Z,Everybody should see this and how quickly we’re winning the first place... remember Italy? #CoronavirusOutbreak #coronavirus #COVID19 #COVID2019 #StayAtHomeOrder #QuedateEnTuCasa https://t.co/nWMWPPaEn3,1242555544243777537_76188884,see win first remember,0
2020-03-27T03:50:21Z,Too bad @realDonaldTrump didn't move on #COVID19 like a bitch #covid_19trumpedtrump #coronavirus #Covid19usa #Covid_19 #covid_19la,1243384839589380096_1090815142709743616,bad move covid19,0
2020-03-28T21:12:49Z,"Helps that many Minnesotans have a century long history of social distancing. Probably old by now, but earlier today 50% top recovery rate. Time for the People’s Republic of Cream Shaboogey Bop. 💜 #Covid_19 https://t.co/06LQU4SRWR https://t.co/7sY6LCwioQ",1244009572672638977_2916717654,help many century long social old top,1
2020-03-28T22:00:18Z,"Check out @WisconsinMC’s Relief &amp; Recovery Agenda, which is aimed at helping Wisconsin’s business community respond to #COVID19. https://t.co/eHR36mGMDO",1244021523524063232_364597109,check aim help respond,0
2020-03-26T17:54:21Z,We are in this together and we will persevere. #rochmn #COVID19 https://t.co/YYPJrMwnnq,1243234850485780483_224911283,,0
2020-03-24T20:13:06Z,"My new #WIP  #VEGA
Vega is collecting weapons to fight the God King Oslubach Pruforia of XIORILIA!! (He is fucking earth up in OMEGA STRIKE #4 read for free at https://t.co/8VIIulADNQ ) 
She has come to Iden for Jormungand the World Serpent! 
#comics #indie #manga #coronavirus https://t.co/M6pxK0sxv6",1242544994612846601_469877711,collect fight read free come,0
2020-03-25T03:56:28Z,Hey @AmericanAir - you want my tax dollars to bail you out because you spent yours on buy backs AND you want to keep my money for a flight I couldn’t take because of COVID? Anyone else think we shouldn’t bail out American? #COVID2019 #COVID19 #coronavirus #CoronavirusLockdown https://t.co/AzC8jUINrZ,1242661603901722624_388522578,want spend want keep take covid think,0
2020-03-25T23:16:40Z,"Today I checked out a drive-thru coronavirus testing clinic. Patients with #COVID19 symptoms drive up, blow their nose, and then a nasal test is performed — within 48 hours they'll know if they have the virus or not. @ABC6 https://t.co/O894krpUQ4",1242953577364152321_716440700016009216,check drive perform know,0
2020-03-11T11:02:04Z,"@JoeWongComedy When any politician calls #COVID19  ""the Chinese virus"" I stiffen in anger, and think of you.",1237695277286506496_14123181,call chinese think,0
2020-03-28T03:30:01Z,"Kentucky reportedly has over 300 #coronavirus cases according to an update Friday by Governor Andy Beshear. https://t.co/7x80MiZtMI

Via @bgdailynews",1243742112539201537_808424449552896000,accord,0
2020-03-27T23:54:07Z,"Can you imagine that an anesthesiologist could be fired for wearing a mask while at work?? Yeah, I couldn’t either. But that’s the sad truth. #COVID19 #FrontLineHeroes #Masks #PPE #PPEshortage #Texas #ElPaso",1243687778786914311_980645569751408640,imagine could fire wear sad,0
2020-03-25T14:28:24Z,@DrDenaGrayson @realDonaldTrump @realDonaldTrump did not recommend fish tank cleaner for #Covid_19,1242820633756499973_576539583,,0
2020-03-27T02:32:21Z,"@GHS @nytimes If true China has no new cases of #coronavirus/#COVID19, if no re-infections, life of the pandemic in China = abt. 90 days. USA could be take longer since we didn't test properly and still haven't contained public infection zones but is enco",1243365210217299971_1024090359012384769,true could take contain public encourage,0
2020-03-27T00:27:28Z,"Will county added 54% positive Coronavirus cases today, outpacing Cook County and Illinois again, on a percentage basis. #WillCounty #Frankfort #Mokena #COVID19 https://t.co/GORVeriEos",1243333783149035520_98037313,add positive outpace,0
2020-03-24T03:57:25Z,Will be lucky if Fauci is ever heard from again #coronavirus #COVIDー19 #WhereIsFauci,1242299452897050624_15993154,hear,0
2020-03-27T09:37:19Z,"This is so awesome!  #Police in Mallorca, Spain entertain the quarantined community. #CoronaLockdown #COVID19 #Mallorca #Spain #España #CoronavirusPandemic https://t.co/lxiKEAnv4u",1243472158078259200_15276792,awesome quarantine,0
2020-03-26T13:40:46Z,"WHEN MOM ISNT HAVING IT WITH THE #CORONAVIRUS • TAG A FRIEND • TAG A FRIEND •
josefamadredominicana humanitystudios @sashamerci @itisIjudyreyes @shaedlyn @Xavon18 lopez_penelope sonchungofficial @ChasinChico… https://t.co/MkbB1om0Cq",1243171035685564417_33059937,,0
2020-03-28T16:46:47Z,"New Yorkers at this very moment:
#NewYork #COVID19 #QuarantineActivities https://t.co/Ju9wkTXa2r",1243942624920244224_808622181915627521,,0
2020-03-27T01:27:03Z,"As a nurse, this angers me so. I have put my family and strangers at risk, this president has done so much damage.. #TrumpVirusCoverup #madness #COVIDIDIOT #coronavirus #CoronavirusOubreak https://t.co/q4jdZFhv7r",1243348776686944256_567451634,put do much,0
2020-03-09T21:24:21Z,"Our @Surgeon_General refused questions on # of cases of #COVID19 in the US downplaying the pandemic. Also said 73 yo trump is healthier than 44 year old him. This is what it looks like to be bought by Trump. His medical license should be revoked. Signed, RN 20 yrs. 
 @TheISMA",1237127106624028673_22996418,refuse covid19 downplay say healthy old buy trump medical revoke sign,0
2020-03-26T01:53:02Z,"Just empty!!!

#covid_19 #coronavirus 🦠#lasvegasblvd #vegasgoesdark #vegasghosttown #vegasviews #vegasshutdown #vegas #lasvegas #lasvegasstrip #nomorevegas #onlyvegas #vegasafterdark #unbelievable #unreal… https://t.co/78lD9hjzbg",1242992928454303745_712045910662844417,empty vegasview,0
2020-03-26T22:34:14Z,"Science, Technology, Engineering, Math, &amp; Humanities are Essential

‘People Are Dying’: Battling Coronavirus Inside a N.Y.C. Hospital | NYT News #CoronaVirusUpdate #CoronavirusPandemic #COVID19 #COVIDー19 #Covid_19 #GetUsPPE #GetMePPE #ElmhurstHospital 

https://t.co/jf9zYRdGtK https://t.co/FgpXYVR3oN",1243305285697011712_832796596030943233,essential die battle,0
2020-03-26T14:44:44Z,What are you going to spend your $1200 stimulus check on? #COVID2019 #coronavirus #stimulusbill https://t.co/01z7ds11vO,1243187133260627968_1181079410,go spend,0
2020-03-11T12:44:48Z,Expecting an update on the state's #COVID19 response. The state plans to release updated tallies of the number of people subject to quarantine released from quarantine by 10 a.m. today. #coronavirus @wbznewsradio,1237721134361182209_253276789,expect release update subject release,0
2020-03-27T18:54:28Z,"The @nypost not mincing words.
Today’s front page after hospital work dies from #coronavirus https://t.co/vF7WnllpzS",1243612367990243332_57642360,mince die,0
2020-03-27T17:37:26Z,"Day 14 in Quarantine.... teaching him how to catch! #quincybo #dogtraining #covid19 #coronavirus #dogdad #rescuedogsofinstagram @ New York, New York https://t.co/EdTVJ9bnmb",1243592983716548608_36292996,quarantine teach,0
2020-03-24T00:31:58Z,A fun subplot is watching that lady try to nail the right press conference outfit and land just this side of kooky art teacher who just wants you to do your best. #PressBriefing #whitehousePressconference #COVID19 https://t.co/Rpgrn7Rnnp,1242247751376633856_25234755,fun watch try right want good pressbriefe,0
2020-03-27T15:43:28Z,"The #spring sun is out. Soon, we will be back to our normal. But for now take the time to enjoy the moments we have. Every negative brings a positive is you look hard enough. #COVID19 #michiganshutdown https://t.co/dLyochC1jE",1243564302306627585_72162739,normal take negative bring positive look hard enough,0
2020-03-27T03:43:07Z,This #COVID19 has me in the pantry just browsing around like I’m at the mall... I keep coming back and looking around at the same tired store. 🤦🏾‍♂️,1243383020658118659_2608911,pantry browse keep come look tired,0
2020-03-24T20:19:20Z,"Am disabled, immune-compromised. Doc just ordered me to our rural ER to have lungs checked out - fluid on the left lobes. This has been going on since December, from bad cold. Am AFRAID to go to ER, am afraid not to go.
#coronavirus
#NotDying4WallStreet 
#DisabilityRights https://t.co/aVIl5x7LXL",1242546561189543938_20164802,disabled order rural check left go bad cold afraid go go,0
2020-03-24T00:42:35Z,"@elodieducloux @HotlineJosh BREAKING: Gov Cuomo: “We have to plan the pivot back to economic functionality” Says we may not have to isolate everyone. Could allow the healthy, less vulnerable to work. #COVID19 survival rate is 98%. NY Forward plan to l",1242250423819329536_479732622,pivot economic say may isolate could allow healthy vulnerable forward look restart economic,0
2020-03-10T00:20:11Z,"Most Americans don’t have health care benefits. They get the #coronavirus and who’s gonna pay for that?!?!?! 
#CoronavirusOutbreak 
#CoronavirusUSA 
#TrumpCrash 
Watch Americans die without caring because of the coronavirus https://t.co/vKIxBQioPM",1237171354161602561_4548937528,get pay die care,1
2020-03-27T18:23:40Z,Just another way our medical students are contributing during the #COVID19 crisis. Keeping the health care system running and supporting patients is key! https://t.co/MWQT1xJEdj,1243604616027222017_2282557628,medical contribute covid19 keep run support key,0
2020-03-24T19:31:50Z,No more #coronavirus https://t.co/4dfglD1uuR https://t.co/g7hxLRAX8Z,1242534609230815232_28146121,,0
2020-03-04T20:00:40Z,"@realDonaldTrump We will try, by gettingridof you. 
#BlueTsunami 
#DumpTrump2020 #LiarInChief #CoronavirusOutbreak #PencePandemic https://t.co/e9vysELJCB",1235294108383686657_72953001,try,0
2020-03-25T00:17:27Z,The consequences of the #COVID19 outbreak are serious and severe. Far down that list for most would be Nico’s increased time to explore and disseminate physics memes... 🌶🤟@PhysicsDeptUL https://t.co/hTD3bJvfxz,1242606485181550593_42966962,outbreak serious severe far would nico increase explore disseminate meme,0
2020-03-24T20:41:30Z,"@JoeBiden wrote this back in JANUARY. He was right then. He is right now. #coronavirus #Biden2020 
Joe Biden: Trump is worst possible leader to deal with coronavirus outbreak https://t.co/Cn6w50hdd1 via @usatoday",1242552142579236864_1578243247,write bad possible,0
2020-03-26T00:55:48Z,Who knew my social anxiety was a lifesaving skill for the future? #coronavirus,1242978526933876736_771838069,know lifesave future,0
2020-03-26T17:44:39Z,"Watching movies instead of baseball! 

#MLBOpeningDay 
@RedSox 
#COVID19 https://t.co/H8htaHIYcb",1243232410566828033_2360309762,watch,0
2020-03-27T14:43:58Z,"@charliekirk11 Not thrilled with the Donald right now, however, Queen Hillary would have let incoming flights from China continue to arrive into the country well into this month. #CoronavirusPandemic",1243549327303364612_3187980823,thrill would let incoming continue arrive coronaviruspandemic,0
2020-03-25T02:31:34Z,N95 Masks can be sterilized per @Stanford - Page 5 https://t.co/UzCkoXCKdy #Covid19 #PPEShortages,1242640238863884294_287642821,sterilize,0
2020-03-27T22:16:04Z,"Making ventilators is not the magic solution!!! Stop flying planes in/out country!!! Until planes stop coming in, the viscous cycle will never stop. #COVID19",1243663104434753536_3865072164,make magic stop fly stop come viscous stop,0
2020-03-27T17:31:02Z,"Thread on #CoronavirusOutbreak by ppl way smarter than you and I are. 

It’s weird how people with a bunch of letters after their names all seem to believe that this will get worse before it gets better and that the response was utterly botched. But Twitter bros aren’t convinced. https://t.co/3Oz7JijiN3",1243591372696956928_425996232,weird bunch seem believe get bad get well botch convince,0
2020-03-25T04:33:51Z,"Found out the cash price of my heart medication is $500 ($494 with goodrx, what a deal!) Now for my decision- should I panic all night about that or about contracting #COVID19 and not having a ventilator with my underlying conditions? #ThisIsAmerica #ChronicIllness",1242671009997582337_43230567,find contract underlie,0
2020-03-25T16:03:52Z,#coronavirus update...now in every county of Florida. https://t.co/ZdxTyBvqMb,1242844659463979008_892077093584076800,update,0
2020-03-26T03:50:20Z,It's my hope this story offers comfort to those who are struggling to cope with the chaos in our lives during the #COVID19 pandemic. https://t.co/ERDk1bysS2,1243022448800362497_207806055,offer struggle cope live pandemic,0
2020-03-26T08:12:42Z,Even if your in a committed #relationship with your bed don’t worry because #EverythingsGonnaBeOkay  Watch @EverythingsOkTV on @hulu #coronavirus #CoronavirusLockdown #CoronavirusPandemic #StayHome #StaySafe https://t.co/24hmUfyRAK,1243088475286429700_1213944590123716609,commit,0
2020-03-27T23:08:31Z,@LACity #HealthyLA during #COVID19 @CD6Nury @josehuizar @mhdcd8 @MikeBoninLA @cmgilcedillo @BobBlumenfield there will be no working people if we are forced to work to pay rent N bills #bailtheworkingClass,1243676303837917184_3279134208,work force,1
2020-03-10T01:52:24Z,A factual analysis of #COVID19 #coronavirus #CoronavirusOutbreak https://t.co/ktQp1erwsA,1237194563896389634_28724441,factual,0
2020-03-27T00:12:29Z,"One good part about working from home during #covid_19 is that I can fire up the smoker on a weekday. #turkeylegs #oklahomajoes @ Lakeside, Holly Springs https://t.co/kxxRS6uJAj",1243330013627404290_87268902,good work lakeside,1
2020-03-28T14:55:03Z,Rounding in the hospital this morning. Handmade mask courtesy of my crafty mom. #COVID19 #NewNorm @childrensatl https://t.co/k9olBTR2U8,1243914505689710592_968110369658073090,round,0
2020-03-27T02:08:05Z,"Are the wife watching @theofficenbc real film of “Threat Level Midnight?”

Yes. Yes we are.
And it’s glorious.

#TheOffice
#ThreatLevelMidnight
#CoronavirusPandemic 
@johnkrasinski @SteveCarell",1243359104908681216_41459775,watch real glorious coronaviruspandemic,0
2020-03-24T23:07:38Z,"Hyundai's Hope on Wheels organization has just pledged $2,000,000 to help children's hospitals throughout the United States set up drive-through testing centers for the covid-19 virus. @Hyundai @hopeonwheels #COVID19 https://t.co/MR7mjWZlTH",1242588914843451393_430192253,pledge set virus,0
2020-03-10T13:58:08Z,"Unless a dead victim of the flu is tested for Coronavirus, they won’t be counted as a victim of the outbreak. That is the Machiavellian scam Trump is perpetrating on the American people. His bizarre con man claims have that purpose. #COVIDー19 #COVID19 #coronavirus #WuhanVirus https://t.co/E3IVCH0Gvp",1237377200405577728_15991499,dead test count machiavellian perpetrate american claim,0
2020-03-04T16:22:33Z,How Will Coronavirus Impact Real Estate? https://t.co/SbmfdKe39A via @YouTube. #coronavirus #RealEstate #CoronaAlert #CoronavirusOutbreak,1235239218500251648_24958945,real,0
2020-03-24T21:07:57Z,"Amazing how the GOP are okay with a scenario that consists of sending people back to work, exploding the number of #COVID19 cases and death count, shutting back down and destroying the market further. 

Anyhow *bong rip*",1242558795957616640_820409842103885826,okay consist send explode shut destroy,0
2020-03-26T02:25:57Z,This is what happens when you’re beating that ass in #warzone 🤔 bitch I have 2TB drive..plenty of memory #COVID19 #QuarantineLife https://t.co/tQFNBavbJ8,1243001212443688961_398487878,happen beat,0
2020-03-26T20:50:30Z,"Thanks you @Sledgefor17! I am so glad that the Metro Council authorized the zoning and funding legislation to construct these brand new, safe expo buildings at @FAIRGROUNDSNASH. They are being put to good use to help our most vulnerable neighbors through the #COVID19 pandemic. https://t.co/VHb1pY2mXc",1243279180781039616_2952128824,authorize zone construct new safe fairgroundsnash put good vulnerable,0
2020-03-28T16:54:17Z,"#covıd19 #bakemywaythroughthis #covid 1915lbs @ Queen Anne, Seattle https://t.co/QRY2NjxI7w",1243944511476203522_59171814,,0
2020-03-24T13:59:27Z,"@steph93065 Don’t forget the 6,000 USA deaths by last week.  Seems like they are following the Global Warming playbook.  Been there, done that.  Don’t give the Democrats an inch.  They are the #Coronavirus.",1242450960296837120_790248865240788992,forget last seem follow global do give,1
2020-03-24T23:37:40Z,25 Exercise Games and Indoor Activities to Get Kids Moving #homeactivity #homeactivitieswithkids #homeschooling #kids #covid_19 #kidsmove #kellerwilliamsrealty #lakeoftheozarks #thegreinteam #lakeoftheozarks @ Lake… https://t.co/jq7JOK7iie,1242596475974057984_204403831,indoor get move homeschoole kidsmove lakeoftheozark,1
2020-03-24T21:47:08Z,"Some travelers at #Pensacola International Airport tell me they’re flying for business trips, others for vacations in the midst of the #COVID19 pandemic. The impacts here from #coronavirus , on @weartv at 5. https://t.co/6t16kW8719",1242568658699857923_78952419,tell fly impact,0
2020-03-25T01:30:40Z,": this unboxing video brought to you by #Coronavirus 
*

#Repost @mccasland_ash with @get_repost
・・・
NEW SNARE and I’m in love. Edwin absolutely killed this build.  6.5 x 14 black brass. Tuned high and dry 😎. And… https://t.co/vgyBHHezJT",1242624910050185217_1458250116,unbox bring repost new kill black tune high dry,0
2020-03-26T04:32:42Z,Neighborhood scavenger hunt! I love our neighbors and friends we’ve made here. A bunch of us moms put one picture visible from the street and our kids went “hunting” throughout the week. #SocialDistancing #LearnAtHome #StayHome #COVID19 https://t.co/eWjyH627hM,1243033110222114816_1022683625169608704,make bunch put visible go socialdistance,0
2020-03-25T18:33:34Z,"Have agreed with @CarlyFiorina @Liz_Cheney &amp; @TuckerCarlson at one point during the past week. We must be at the end times.
#coronavirus #2TRILLION",1242882331926380544_3314289945,agree past must end,0
2020-03-24T20:58:59Z,@iamcardib let us know when you hear from that pentagon worker 🤫#CoronavirusNewYork #coronavirus  #COVID19 https://t.co/8ZvQgs6mC1,1242556538868432896_1132158430133727233,let know hear,0
